university,entity,role,labels,count
telyufess,pirate bulletin board,LOC,,1
telyufess,teknologi informasi,ORG,,1
telyufess,maba digital marketing,ORG,,1
telyufess,prodi bisdig,ORG,,1
telyufess,professional golfers ' association bojong,ORG,,1
telyufess,telu expand,LOC,,1
telyufess,information grup maba telkom bandung,ORG,,1
telyufess,telkom surabaya,ORG,,1
telyufess,maba informatika,ORG,,1
telyufess,timakacii gaiss,PER,,1
telyufess,podomoro,LOC,,1
telyufess,kaprodi mbti,ORG,,1
telyufess,loker staff,PER,,1
telyufess,deliv,PER,,1
telyufess,standee byeon woo seok,LOC,,1
telyufess,tuktuk,LOC,,1
telyufess,great britain,GPE,,1
telyufess,solo,GPE,,2
telyufess,kota,GPE,,1
telyufess,kabupaten telkom dayeuhkolot,GPE,,1
telyufess,watados,PER,"Abusive_label, HS_Gender_label, HS_Group_label, HS_Moderate_label, HS_label",1
telyufess,grup teknik telekomunikasi mabaa be,ORG,,1
telyufess,jurusan creative arts,ORG,,1
telyufess,dkv,ORG,,1
telyufess,##yadi,PER,,1
telyufess,telkom purwokerto,ORG,,1
telyufess,podomoro park,LOC,,1
telyufess,payun,PER,Abusive_label,1
telyufess,daks,PER,,1
telyufess,huhuhuhu,PER,,1
telyufess,aim down sights,PER,,1
telyufess,pgasukapura,LOC,,1
telyufess,##ht pondok cemara satu mangga dua,LOC,,1
telyufess,aslab asprak ukm hima,ORG,,1
telyufess,gugel,PER,,1
telyufess,kalimantan,GPE,,1
telyufess,kakaa,PER,,1
telyufess,maba kriya tekstil,ORG,Abusive_label,1
telyufess,yananti,PER,,1
